OBSERVACIONES,INDICE,NOMBRE,DEPENDENCIA,DECLARACION,FECHA,ACUSE,TEMA,SUBTEMA,VALOR
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,NOMBRE DEL ENCARGO O PUESTO:,PROCURADOR AUXILIAR FEDERAL EN CONCILIACION ASESORIA
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,DEPENDENCIA O ENTIDAD:,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,DOMICILIO:,CALLE: GONZALEZ ORTEGA ESQ. CARBONERA; NÚMERO EXTERIOR:S/N; NÚMERO INTERIOR: NIVEL 2; LOCALIDAD O COLONIA: BARRIOTRINIDAD DE LAS HUERTAS; CÓDIGO POSTAL: 68120; ENTIDADFEDERATIVA: OAXACA; MUNICIPIO O DELEGACIÓN: OAXACA DE JUAREZ;
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,ÁREA DE ADSCRIPCIÓN:,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,FUNCIONES PRINCIPALES:,ATENCION DIRECTA AL PUBLICO;
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,TELÉFONO:,51 62184
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,CORREO ELECTRÓNICO INSTITUCIONAL:,oax200@stps.gob.mx
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,FECHA DE INICIO DEL ENCARGO:,01/05/1994
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,ESTÁ CONTRATADO(A) POR HONORARIOS?,NO
1,135609,ERASTO CELIS LUIS,DEPENDENCIA: SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,TIPO DE DECLARACIÓN: MODIFICACION PATRIMONIAL 2006,FECHA DE LA DECLARACION: 26/05/2006,200605261457231211952,DATOS DEL PUESTO,CLAVE PRESUPUESTAL O EQUIVALENTE:,OB1
